,line,season,episode,line_ID
3562,Mr. Tribbiani: I don't want you taking that thing.,1,13,113
3563,"Ronni: Oh, where'm I gonna stay, here?",1,13,113
3564,Joey: Whoah-ho.,1,13,113
3565,Mr. Tribbiani: We'll go to a hotel.,1,13,113
3566,Ronni: [Shrugs] We'll go to a hotel.,1,13,113
3567,Joey: No you won't.,1,13,113
3568,Ronni: No we won't.,1,13,113
3569,Joey: If you go to a hotel you'll be.. doing stuff. I want you right here where I can keep an eye on you.,1,13,113
3570,Mr. Tribbiani: You're gonna keep an eye on us?,1,13,113
3571,"Joey: That's right, mister, and I don't care how old you are, as long as you're under my roof you're gonna live by my rules. And that means no sleeping with your girlfriend.",1,13,113
3572,Ronni: Wow. He's strict.,1,13,113
3573,"Joey: Now dad, you'll be in my room, Ronni- uh, you can stay in Chandler's room.",1,13,113
3574,"Ronni: Thanks. You're, uh, you're a good kid.",1,13,113
3575,"Chandler: C'mon, I'll show you to my room. ...That sounds so weird when it's not followed by 'No thanks, it's late'. ",1,13,113
3576,"Joey: Okay. Now this is just for tonight. Starting tomorrow, you gotta make a change. This has gone on long enough.",1,13,113
3577,Mr. Tribbiani: What kinda change?,1,13,113
3578,"Joey: Well, either you break it off with Ronni-",1,13,113
3579,Mr. Tribbiani: I can't do that!,1,13,113
3580,Joey: Then you gotta come clean with Ma! This is not right!,1,13,113
3581,"Mr. Tribbiani: Yeah, but this is-",1,13,113
3582,Joey: I don't wanna hear it! Now go to my room!,1,13,113
3583,"[Scene 6: Chandler and Joey's, night. Chandler and Joey are sharing the sofa-bed in the living room. Joey is restless]",1,13,113
3584,"Chandler: Hey, Kicky. What're you doing?",1,13,113
3585,Joey: Just trying to get comfortable. I can't sleep in my underwear. ,1,13,113
3586,"Chandler: Well, you're gonna.",1,13,113
3587,"Joey: I've been thinking. Y'know, about how I'm always seeing girls on top of girls...",1,13,113
3588,"Chandler: Are they end to end, or tall like pancakes?",1,13,113
3589,"Joey: Y'know what I mean, about how I'm always going out with all these women. And I always figured, when the right one comes along, I'd be able to be a stand-up guy and go the distance, y'know? Now I'm looking at my dad, thinking...",1,13,113
3590,"Chandler: Hey, you're not him. You're you. When they were all over you to go into your father's pipe-fitting business, did you cave?",1,13,113
3591,Joey: No.,1,13,113
3592,"Chandler: No. You decided to go into the out-of-work actor business. Now that wasn't easy, but you did it! And I'd like to believe that when the right woman comes along, you will have the courage and the guts to say- 'No thanks, I'm married'.",1,13,113
3593,Joey: You really think so?,1,13,113
3594,Chandler: Yeah. I really do.,1,13,113
3595,"Joey: Thanks, Chandler. [Snuggles up to him]",1,13,113
3596,Chandler: Get off!,1,13,113
3597,"[Scene 7: Monica and Rachel's, morning. Someone knocks on the door and Monica gets it]",1,13,113
3598,Ronni: Hi.,1,13,113
3599,Monica: Hi...May I help you?,1,13,113
3600,"Ronni: Yeah, uh, Joey said I could use your shower, since, uh, Chandler's in ours?",1,13,113
3601,Monica: Okay...who are you?,1,13,113
3602,"Ronni: Oh, I'm Ronni. Ronni Rappelano? The mistress?",1,13,113
3603,"Monica: Oh, c'mon in.",1,13,113
3604,Ronni: Thanks.,1,13,113
3605,"Rachel: Hi, I'm Rachel.",1,13,113
3606,Ronni: Hi.,1,13,113
3607,Rachel: Bathroom's up there.,1,13,113
3608,Ronni: Great.,1,13,113
3609,"Rachel: Hey, listen, Ronni, how long would you say Chandler's been in the shower?",1,13,113
3610,"Ronni: Oh, like, uh, five minutes?",1,13,113
3611,"Rachel: Perfect. Fasten your seatbelts, it's pee-pee time. [She goes into Joey and Chandler's apartment, where Mr. Trib is reading the paper] Hey, Mr. Trib. ",1,13,113
3612,"Mr. Tribbiani: Hey. Morning, dear.",1,13,113
3613,,1,13,113
3614,,1,13,113
3615,,1,13,113
3616,[Rachel goes up to the door of their bathroom],1,13,113
3617,Rachel: Chandler Bing? It's time to see your thing.,1,13,113
3618,[She opens the door and whips back the curtain. It's Joey. They both scream],1,13,113
3619,Joey: [Runs out in a towel] What's the matter with you?!,1,13,113
3620,Rachel: I thought it was Chandler!,1,13,113
3621,Chandler: [Comes out of his room] What? What?,1,13,113
3622,Rachel: You were supposed to be in there so I could see your thing!,1,13,113
3623,"Chandler: Sorry, my- my thing was in there with me.",1,13,113
3624,[Scene 8: Central Perk. Phoebe enters],1,13,113
3625,"All: Hey, Pheebs.",1,13,113
3626,Phoebe: Hey. ,1,13,113
3627,Monica: How's it going?,1,13,113
3628,Phoebe: Good. Oh oh! Roger's having a dinner thing and he wanted me to invite you guys.,1,13,113
3629,[Chandler laughs],1,13,113
3630,Phoebe: So what's going on?,1,13,113
3631,"Monica: Nothing, um, it's just, um... It's Roger. ",1,13,113
3632,"Ross: I dunno, there's just something about...",1,13,113
3633,Chandler: Basically we just feel that he's...,1,13,113
3634,Rachel: We hate that guy.,1,13,113
3635,All: Yeah. Hate him.,1,13,113
3636,"Ross: We're sorry, Pheebs, we're sorry.",1,13,113
3637,"Phoebe:Uh-huh. Okay. Okay, don't you think, maybe, though, it's just that he's so perceptive that it freaks you out?",1,13,113
3638,"All: ...No, we hate him.",1,13,113
3639,Rachel: We're sorry.,1,13,113
3640,[Cut to Chandler and Joey's apartment. Joey is trying to turn the sofa-bed back into a sofa. Someone knocks on the door and it rears up at him],1,13,113
3641,Joey: Ma! What're you doing here?,1,13,113
3642,Mrs. Tribbiani: I came to give you this [Gives him a bag of groceries] and this. [Whacks him round the ear],1,13,113
3643,Joey: Oww! Big ring!,1,13,113
3644,"Mrs. Tribbiani: Why did you have to fill your father's head with all that garbage about making things right? Things were fine the way they were! There's chicken in there, put it away. For God's sake, Joey, really. [She gives the sofa-bed a tiny push and it folds away]",1,13,113
3645,"Joey: Hold on, you-you knew?",1,13,113
3646,"Mrs. Tribbiani: Of course I knew! Whaddyou think? Your father is no James Bond. You should've heard some of his cover stories. 'I'm sleeping over at my accountant's'- I mean, what is that? Please!",1,13,113
3647,"Joey: So then- how could you- I mean, how could you?!-",1,13,113
3648,"Mrs. Tribbiani: Do you remember how your father used to be? Always yelling, always yelling nothing made him happy, nothing made him happy, not that wood shop, not those stupid little ships in the bottle, nothing. Now he's happy! I mean, it's nice, he has a hobby.",1,13,113
3649,"Joey: Ma, I don't mean to be disrespectful, but... what the hell are you talking about?! I mean, what about you?",1,13,113
3650,"Mrs. Tribbiani: Me? I'm fine. Look, honey, in an ideal world, there'd be no her, and your father would look like Sting. And I'll tell you something else. Ever since that poodle-stuffer came along, he's been so ashamed of himself that he's been more attentive, he's been more loving... I mean, it's like every day's our anniversary.",1,13,113
3651,Joey: I'm...happy...for you?,1,13,113
3652,"Mrs. Tribbiani: Well don't be, because now everything's screwed up. I just want it the way it was.",1,13,113
3653,"Joey: Ma, I'm sorry. I just did what I thought you'd want.",1,13,113
3654,"Mrs. Tribbiani: I know you did, cookie. Oh, I know you did. So tell me. Did you see her?",1,13,113
3655,Joey: Yeah. You're ten times prettier than she is.,1,13,113
3656,Mrs. Tribbiani: That's sweet. Could I take her?,1,13,113
3657,Joey: With this ring? No contest.,1,13,113
3658,[Scene 9: Central Perk. Phoebe is there with Roger],1,13,113
3659,"Roger: What's wrong, sweetie?",1,13,113
3660,"Phoebe: Nothing, nothing.",1,13,113
3661,"Roger: Aaaah, what's wrong, c'mon. [Pats his leg. She lies down and rests her head in his lap]",1,13,113
3662,"Phoebe: It's, I mean, it's nothing, I'm fine. It's my friends. They-they have a liking problem with you. In that, um, they don't.",1,13,113
3663,Roger: Oh. They don't.,1,13,113
3664,Phoebe: But they don't see all the wonderfulness that I see. They don't see all the good stuff and all the sweet stuff. They just think you're a little...,1,13,113
3665,Roger: What?,1,13,113
3666,Phoebe: Intense and creepy. ,1,13,113
3667,Roger: Oh.,1,13,113
3668,"Phoebe: But I don't. Me, Phoebe.",1,13,113
3669,"Roger: Well, I'm not- I'm not at all surprised they feel that way.",1,13,113
3670,"Phoebe: You're not? See, that's why you're so great! ",1,13,113
3671,"Roger: Actually it's, it's quite, y'know, typical behaviour when you have this kind of dysfunctional group dynamic. Y'know, this kind of co-dependant, emotionally stunted, sitting in your stupid coffee house with your stupid big cups which, I'm sorry, might as well have nipples on them, and you're like all 'Oh, define me! Define me! Love me, I need love!'.",1,13,113
3672,[Cut to Monica and Rachel's],1,13,113
3673,"Monica: So you talked to your dad, huh.",1,13,113
3674,"Joey: Yeah. He's gonna keep cheating on my ma like she wanted, she's gonna keep pretending she doesn't know even though she does, and my little sister Tina can't see her husband any more because he got a restraining order...which has nothing to do with anything except that I found out today.",1,13,113
3675,Rachel: Wow.,1,13,113
3676,Chandler: Things sure have changed here on Waltons mountain.,1,13,113
3677,"Ross: So Joey, you okay?",1,13,113
3678,"Joey: Yeah, I guess. It's just- parents, after a certain point, you gotta let go. Even if you know better, you've gotta let them make their own mistakes.",1,13,113
3679,"Rachel: Just think, in a couple of years we get to turn into them.",1,13,113
3680,"Chandler: If I turn into my parents, I'll either be an alcoholic blond chasing after twenty-year-old boys, or... I'll end up like my mom.",1,13,113
3681,[Enter Phoebe],1,13,113
3682,Phoebe: Hey.,1,13,113
3683,"All: Hey, Pheebs.",1,13,113
3684,Monica: How's it going?,1,13,113
3685,"Phoebe: Oh, okay, except I broke up with Roger.",1,13,113
3686,All: Awww.,1,13,113
3687,"Phoebe: Yeah, right.",1,13,113
3688,All: Aaawwwwww!!,1,13,113
3689,Rachel: What happened?,1,13,113
3690,"Phoebe: I don't know, I mean, he's a good person, and he can be really sweet, and in some ways I think he is so right for me, it's just... I hate that guy!",1,13,113
3691,[Closing credits],1,13,113
3692,[Credits scene: Monica and Rachel's. Phoebe is reading the paper and Joey enters],1,13,113
3693,"Phoebe: Hey, Joey. What's going on?",1,13,113
3694,"Joey: Clear the tracks for the boobie payback express. Next stop: Rachel Green. [He goes into the bathroom. We hear a scream and he comes out, closely followed by Monica in a towel]",1,13,113
3695,Monica: Joey!! What the hell were you doing?!,1,13,113
3696,Joey: Sorry. Wrong boobies.,1,13,113
3697,[He leaves. Cut to Monica entering Chandler and Joey's apartment. She sneaks up to the shower door],1,13,113
3698,"Monica: Hello, Joey.",1,13,113
3699,[She whips back the curtain to reveal Joey's dad],1,13,113
3700,"Mr. Tribbiani: Oh! ...Hello, dear. [She whips the curtain shut in horror]",1,13,113
3701,END,1,13,113
3702,"Originally written by Bill Lawrence
Transcribed by Mindy Mattingly Phillips [mmatting@indiana.edu].
[Scene: Central Perk. Ross is eyeing a beautiful woman at the counter, and Joey and Chandler are egging him on to go talk to her. No pun intended. I mean it.]
JOEY: I'm tellin' you Ross, she wants you.",1,14,114
3703,ROSS: She barely knows me. We just live in the same building.,1,14,114
3704,CHANDLER: Any contact?,1,14,114
3705,ROSS: She lent me an egg once.,1,14,114
3706,JOEY: You're in!,1,14,114
3707,"ROSS: Aw, right.",1,14,114
3708,"HER: Hi, Ross.",1,14,114
3709,ROSS: Hey. [stutters something incoherent],1,14,114
3710,"CHANDLER: Come on, Ross, you gotta get back in the game here, ok? The Rachel thing's not happening, your ex-wife is a lesbian--I don't think we need a third...",1,14,114
3711,"JOEY: Excuse me, could we get an egg over here, still in the shell? Thanks.",1,14,114
3712,ROSS: An egg?,1,14,114
3713,"JOEY: Yeah, you're gonna go up to her and say, ""Here's your egg back, I'm returning your egg.""",1,14,114
3714,CHANDLER: I think it's winning.,1,14,114
3715,ROSS: I think it's insane.,1,14,114
3716,"CHANDLER: She'll love it. Go with the egg, my friend.",1,14,114
3717,"[Ross walks over to the woman, egg in hand.]",1,14,114
3718,JOEY: Think it'll work?,1,14,114
3719,"CHANDLER: No, it's su1c1de. The man's got an egg.",1,14,114
3720,"Opening Credits
[Scene: Central Perk. Monica, Rachel, Phoebe, Joey, Chandler are there. Ross is still talking to the beautiful woman.]
MONICA: You can not do this.",1,14,114
3721,"RACHEL: Do what, do what?",1,14,114
3722,MONICA: Roger wants to take her out tomorrow night.,1,14,114
3723,RACHEL: No! Phoebes! Don't you remember why you dumped the guy?,1,14,114
3724,"PHOEBE: 'Cause he was creepy, and mean, and a little frightening... alright, still, it's nice to have a date on Valentine's Day!",1,14,114
3725,"MONICA: But Phoebe, you can go out with a creepy guy any night of the year. I know I do.",1,14,114
3726,"RACHEL: Well, what are you guys doing tomorrow night?",1,14,114
3727,"JOEY: Actually, tomorrow night kinda depends on how tonight goes.",1,14,114
3728,"CHANDLER: Oh, uh, listen, about tonight...",1,14,114
3729,"JOEY: No, no, no, don't you dare bail on me. The only reason she's goin' out with me is because I said I could bring a friend for her friend.",1,14,114
3730,"CHANDLER: Yes, I know, but her friend sounds like such a--",1,14,114
3731,"JOEY: Pathetic mess? I know, but--come on, man, she's needy, she's vulnerable. I'm thinkin', cha-ching! [Rachel throws a roll at Joey. He picks it up and eats it.] Thanks. Look, you have not been out with a woman since Janice. You're doin' this.",1,14,114
3732,ROSS: Hi. She said yes.,1,14,114
3733,"CHANDLER: Yes! Way to go, man! [Chandler and Ross hug. Something crunches in Ross' shirt pocket.] Still got the egg, huh?",1,14,114
3734,"[Scene: A restaurant. Joey and Chandler are there, waiting for their dates to show up.]",1,14,114
3735,JOEY: [Looking at himself in the reflection on a knife] How do I look?,1,14,114
3736,"CHANDLER: Oh, uh, I... don't... care. [Joey's date shows up] Ok, now, remember, no trading. You get the pretty one, I get the mess.",1,14,114
3737,"LORRAINE: Hi, Joey. Well well, look what you brought. Very nice.",1,14,114
3738,CHANDLER: ...And what did you bring?,1,14,114
3739,"LORRAINE: She's checking the coats. Joey, I'm gonna go wash the cab smell off my hands. Will you get me a white Zinfandel, and a glass of red for Janice.",1,14,114
3740,CHANDLER: Janice?,1,14,114
3741,"[Lorraine leaves. Joey shakes his head as though to say, 'It can't be the same Janice.' Janice enters.]",1,14,114
3742,JANICE: Oh.... my.... God.,1,14,114
3743,"CHANDLER: [angrily] Hey, it's Janice.",1,14,114
3744,[Scene: The bathroom at the restaurant. Chandler and Joey are talking.],1,14,114
3745,"CHANDLER: Ok, I'm makin' a break for it, I'm goin' out the window.",1,14,114
3746,"JOEY: No, no, no, don't! I've been waitin' for like, forever to go out with Lorraine. Just calm down. CHANDLER: Calm down? Calm down? You set me up with the woman that I've dumped twice in the last five months!",1,14,114
3747,"JOEY: [at the urinal] Can you stop yellin'? You're makin' me nervous, and I can't go when I'm nervous.",1,14,114
3748,"CHANDLER: I'm sorry, I'm sorry, you're right. [gets up right behind Joey and yells in his ear] Come on, do it, do it, go, come on!!!",1,14,114
3749,"[Scene: Monica and Rachel's apartment. The girls are all there, discussing their bad luck with men.]",1,14,114
3750,"RACHEL: Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney.",1,14,114
3751,MONICA: Which one was Pete Carney?,1,14,114
3752,"RACHEL: Pete the Weeper? Remember that guy who used to cry every time we had s*x. [imitating] ""Was it good for you?""",1,14,114
3753,"MONICA: Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy. [imitating] ""I win! I win!"" I went out with the guy for two months--I didn't get to win once.",1,14,114
3754,RACHEL: How did we end up with these jerks? We're good people!,1,14,114
3755,MONICA: I don't know. Maybe we're some kinda magnets.,1,14,114
3756,PHOEBE: I know I am. That's why I can't wear a digital watch.,1,14,114
3757,"MONICA: There's more beer, right?",1,14,114
3758,"PHOEBE: Oh! You know my friend Abby who shaves her head? She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual.",1,14,114
3759,"RACHEL: Phoebes, this woman is voluntarily bald.",1,14,114
3760,"PHOEBE: Yeah. So, we can do it tomorrow night, you guys. It's Valentine's Day. It's perfect.",1,14,114
3761,"MONICA: Ok, well, what kind of ritual?",1,14,114
3762,"PHOEBE: Ok. We can, um, we can burn the stuff they gave us.",1,14,114
3763,RACHEL: Or?,1,14,114
3764,"PHOEBE: Or...or we can chant and dance around naked, you know, with sticks.",1,14,114
3765,MONICA: Burning's good.,1,14,114
3766,"RACHEL: Burning's good. Yeah, I got stuff to burn.",1,14,114
3767,"[Scene: The restaurant. Joey, Lorraine, Chandler, and Janice are at the table. Joey and Lorraine are seated very close, Chandler and Janice have backed their chairs away from one another.]",1,14,114
3768,"LORRAINE: You know, ever since I was little, I've been able to pick up quarters with my toes.",1,14,114
3769,"JOEY: Good for you. [jumps suddenly] Uh, quarters or rolls of quarters?",1,14,114
3770,"JANICE: By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",1,14,114
3771,CHANDLER: That's OK.,1,14,114
3772,"JANICE: Oh, are you sure? Really? Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",1,14,114
3773,[Lorraine whispers into Joey's ear.],1,14,114
3774,JOEY: [to Lorraine] We can't do that.,1,14,114
3775,CHANDLER: [disgusted] What? What can't you do?,1,14,114
3776,"JOEY: Uh, can I talk to you for a second, over there?",1,14,114
3777,[CHandler and Joey leave the table.],1,14,114
3778,"JOEY: Uh, we might be leaving now.",1,14,114
3779,"CHANDLER: Tell me it's ""you and me"" we.",1,14,114
3780,"JOEY: She said she wants to slather my body with stuff and then lick it off. I'm not even sure what slathering is, but I definitely want to be a part of it.",1,14,114
3781,"CHANDLER: Ok, you can not do this to me.",1,14,114
3782,"JOEY: You're right, I'm sorry. You're right.",1,14,114
3783,"LORRAINE: [to waiter] Uh, can we have three chocolate mousses to go please?",1,14,114
3784,"JOEY: I'm outta here. Here's my credit card. Dinner's on me. I'm sorry, Chandler.",1,14,114
3785,CHANDLER: I hope she throws up on you.,1,14,114
3786,[Joey leaves with Lorraine. Chandler sits back down with Janice.],1,14,114
3787,CHANDLER: So...,1,14,114
3788,JANICE: Just us.,1,14,114
3789,"CHANDLER: Oh, what a crappy night!",1,14,114
3790,"JANICE: Although, I have enjoyed the fact that, uh your shirt's been stickin' outta your zipper ever since you came back from the bathroom.",1,14,114
3791,"CHANDLER: Excuse me. [gets up, jumps up and down while he zips his zipper up... other patrons look at him] How ya doin'?",1,14,114
3792,"JANICE: So, do we have the best friends or what?",1,14,114
3793,CHANDLER: Joey's not a friend. He's...a stupid man who left us his credit card. Another drink? Some dessert? A big screen TV?,1,14,114
3794,JANICE: I will go for that drink.,1,14,114
3795,"CHANDLER: You got it. Good woman! [the waiter turns around, it's a man] Could we get a bottle of your most overpriced champagne?",1,14,114
3796,JANICE: Each.,1,14,114
3797,"CHANDLER: That's right, each. Oh, and a uh Rob Roy. [to Janice] I've always wanted to know...",1,14,114
3798,"[Scene: Chandler's bedroom. Chandler wakes up, and finds someone else's hand on his chest. He rolls over and is shocked to see Janice there.]",1,14,114
3799,JANICE: Happy Valentine's Day!,1,14,114
3800,"Commercial
[Scene: In the hall. Chandler is trying to get Janice out of his apartment.]
JANICE: Oh, I miss you already. Can you believe this happened?",1,14,114
3801,"CHANDLER: No... no! And yet it did. Good-bye, Janice.",1,14,114
3802,JANICE: Kiss me!,1,14,114
3803,[Janice kisses him. Monica comes out for the newspaper.},1,14,114
3804,"MONICA: Oh, Chandler, sorry.",1,14,114
3805,"[Janice turns around, Monica sees who it is.]",1,14,114
3806,"MONICA: Ohhh, Chandler, sorry! Hey, Janice.",1,14,114
3807,"JANICE: Hi, Monica.",1,14,114
3808,"CHANDLER: Ok, well, this was very special.",1,14,114
3809,"MONICA: Rache, come see who's out here!",1,14,114
3810,[Rachel comes out.],1,14,114
3811,"RACHEL: Oh my god. Janice, hi!",1,14,114
3812,CHANDLER: Janice is gonna go away now.,1,14,114
3813,MONICA: I'll be right back.,1,14,114
3814,[Joey enters from the stairs.],1,14,114
3815,"RACHEL: Oh, Joey, look who it is.",1,14,114
3816,JOEY: [in disbelief] Whoa.,1,14,114
3817,"CHANDLER: Oh, good, Joey's home now.",1,14,114
3818,JANICE: This is so fun. This is like a reunion in the hall.,1,14,114
3819,[Monica comes out with her cordless phone.],1,14,114
3820,"MONICA: Oh, hi, Ross. Yeah. There's someone I want you to say hi to. [to Chandler] He just happened to call.",1,14,114
3821,"JANICE: Hi, Ross. Yes, it's me. How did you know? [she laughs obnoxiously]",1,14,114
3822,[Scene: A Chinese restaurant. Ross is there with his date.],1,14,114
3823,"ROSS: I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",1,14,114
3824,"[Ross starts to laugh, and then makes a face like 'Why did I just say that?' Ross' ex-wife, Carol, and her lesbian lover, Susan, enter the restaurant. Ross stares at them.]",1,14,114
3825,KRISTIN: That's funny. Who are they?,1,14,114
3826,"ROSS: The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",1,14,114
3827,KRISTIN: You mean they're lovers.,1,14,114
3828,ROSS: If you wanna put a label on it.,1,14,114
3829,"KRISTIN: Wow, uh, anything else I should know?",1,14,114
3830,"ROSS: Nope, nope, that's it.",1,14,114
3831,"[Carol takes off her jacket, her pregnant belly is exposed.]",1,14,114
3832,"ROSS: Oh, and she's pregnant with my baby. I always forget that part. [to Carol and Susan] Helloo!",1,14,114
3833,[Scene: Monica's apartment. The girls are holding their boyfriend bonfire.],1,14,114
3834,"PHOEBE: Ok, so now we need, um sage branches and the sacramental wine.",1,14,114
3835,"MONICA: All I have is, is oregano and a Fresca.",1,14,114
3836,"PHOEBE: Um, that's ok! [throws it in fire] Ok. All right. Now we need the semen of a righteous man.",1,14,114
3837,"RACHEL: Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place.",1,14,114
3838,MONICA: Can we just start throwing things in?,1,14,114
3839,"PHOEBE: Ok, yeah, ok. [she throws the directions in] Oh, OK.",1,14,114
3840,"RACHEL: [tossing things in the fire] Ok, Barry's letters. Adam Ritter's boxer shorts.",1,14,114
3841,"PHOEBE: Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah.",1,14,114
3842,"MONICA: Look, here's a picture of Scotty Jared naked.",1,14,114
3843,RACHEL: [looking at picture] Hey he's wearing a sweater.,1,14,114
3844,MONICA: No.,1,14,114
3845,RACHEL/PHOEBE: Eww!,1,14,114
3846,RACHEL: And here we have the last of Paulo's grappa.,1,14,114
3847,"MONICA: Hey, Rachel, isn't that stuff almost pure--",1,14,114
3848,[Rachel throws the alcohol in the fire. A burst of flames sh**ts up from it.],1,14,114
3849,,1,14,114
3850,,1,14,114
3851,,1,14,114
3852,[Scene: Central Perk. Chandler and Joey are there. Chandler is preparing to dump Janice again.],1,14,114
3853,CHANDLER: How can I dump this woman on Valentine's day?,1,14,114
3854,JOEY: I don't know. You dumped her on New Year's.,1,14,114
3855,"CHANDLER: Oh, man. In my next life, I'm coming back as a toilet brush.",1,14,114
3856,[Janice enters.],1,14,114
3857,"JANICE: Hello, funny Valentine.",1,14,114
3858,"CHANDLER: Hi, Just Janice.",1,14,114
3859,"JANICE: Hello, Joey, our little matchmaker. I could just kiss you all over, and I'm gonna!",1,14,114
3860,[Janice kisses Joey all over. Chandler smiles.],1,14,114
3861,"JOEY: [to Chandler] If you don't do it, I will.",1,14,114
3862,[Scene: The Chinese restaurant.],1,14,114
3863,"ROSS: So, um, what do you do for a living?",1,14,114
3864,"KRISTIN: Well, um, for the past few years I've been working..[Ross is watching Carol and Susan, not listening to Kristin. Susan gets up, and has to go. Carol is left stranded]...which is funny because, that wasn't even my major.",1,14,114
3865,"CAROL: Oh no. I thought you said they could sh**t the spot without you. SUSAN: I thought they could...I'll try to get back as soon as I can. I'm sorry. [Ross realizes Kristin was expecting him to laugh, so he starts to laugh hysterically.]",1,14,114
3866,"ROSS: Now that is funny. Hey, do you think...would it be too weird if I invited Carol over to join us? 'Cause she's, she's alone now, and pregnant, and, and sad.",1,14,114
3867,KRISTIN: [reluctantly] I guess.,1,14,114
3868,ROSS: Are you sure? Great. Carol? Wanna come over and join us?,1,14,114
3869,"CAROL: Oh, no no no. I'm fine. I'm fine.",1,14,114
3870,"ROSS: Come on. These people'll scooch down. You guys'll scooch, won't you? Let's try scooching! Come on. Come on. Uh, Kristen Riggs, this is Carol Willick. Carol, Kristin. Uh, Carol teaches sixth grade. And, Kristin, Kristin...[struggling]...does something that, funnily enough, wasn't even her major!",1,14,114
3871,[Scene: Monica and Rachel's apartment. Firemen are there to handle the bonfire that got out of control.],1,14,114
3872,FIREMAN 1: What do we got there?,1,14,114
3873,"FIREMAN 2: A piece of something: boxer shorts, greeting cards, and what looks like a half-charred picture--Wow, that guy's hairier than the Chief!",1,14,114
3874,"MONICA: You know, it's a really funny story how this happened.",1,14,114
3875,FIREMAN 3: It's all right. It's all right. You don't have to explain. This isn't the first boyfriend bonfire that we've seen get out of control.,1,14,114
3876,FIREMAN 1: You're our third call tonight.,1,14,114
3877,RACHEL: Really?,1,14,114
3878,"FIREMAN 2: Oh, sure, Valentine's is our busiest night of the year.",1,14,114
3879,[Scene: Central Perk.],1,14,114
3880,JANICE: I brought you something.,1,14,114
3881,"CHANDLER: Is it loaded? Oh, little candy hearts. [reading the candy] Chan and Jan Forever.",1,14,114
3882,JANICE: I had them made special.,1,14,114
3883,"CHANDLER: Ok, Janice. Janice. Hey, Janice. Look, there's no way for me to tell you this. At least there's no new way for me to tell you this. I just don't things are gonna work out.",1,14,114
3884,JANICE: That's fine.,1,14,114
3885,CHANDLER: [surprised] It is?,1,14,114
3886,JANICE: Mmm-hmm. Because I know that this isn't the end.,1,14,114
3887,"CHANDLER: Oh no, you see, actually it is.",1,14,114
3888,"JANICE: No, it isn't, because you won't let that happen. Don't you know it yet? You love me, Chandler Bing.",1,14,114
3889,"CHANDLER: Oh, no I don't.",1,14,114
3890,JANICE: Well then ask yourself this. Why do you think we keep ending up together? New Year's? Who invited who? Valentine's? Who asked who into whose bed?,1,14,114
3891,"CHANDLER: I did, but--",1,14,114
3892,"JANICE: You seek me out. Something deep in your soul calls out to me like a foghorn. Janice, Janice. You want me. You need me. You can't live without me. And you know it. You just don't know you know it. See ya.",1,14,114
3893,"[She kisses him passionately,then leaves.]",1,14,114
3894,CHANDLER: Call me!,1,14,114
3895,[Scene: The Chinese restaurant. Ross and Carol are talking. Kristin is not there.],1,14,114
3896,CAROL: It's not true. I never called your mother a wolverine.,1,14,114
3897,"ROSS: You did so. I swear, I swear--[noticing Kristin's absence] How long has she been in the bathroom?",1,14,114
3898,"CAROL: Uh, I don't think she's in the bathroom. Her coat is gone.",1,14,114
3899,ROSS: Well maybe it's cold in there. Or maybe I screwed up the first date I had in 9 years.,1,14,114
3900,CAROL: That could be it.,1,14,114
3901,"ROSS: Oh, god. [He puts his head down on the grill] You know, this is still pretty hot. [He picks his head up, and a mushroom sticks to his head. Carol picks it off and eats it.]",1,14,114
3902,"CAROL: Mushroom. Smile. They won't all be like this. Some women might even stay through dinner. Sorry, that's not funny",1,14,114
3903,"ROSS: No, it's just...you know the whole ""getting on with your life"" thing. Well, do I have to? I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it. And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to...You know, here's a wacky thought. Um, what's say you and I give it another shot? No no no, I know what you're gonna say, you're a lesbian. But what do you say we just put that aside for now you know? Let's just stick a pin in it, ok? Because, we're great together, you know. You can't deny it. Besides, you're carrying my baby. I mean, how perfect is that? But see, you know, you keep sayin' that, but there's somethin' right here. I love you.",1,14,114
3904,[They kiss.],1,14,114
3905,"CAROL: Oh, I love you too. But--",1,14,114
3906,"ROSS: No but, no but.",1,14,114
3907,"CAROL: You know that thing you put over here with the pin in it? It's time to take the pin out. You'll find someone, I know you will. The right woman is just waiting for you.",1,14,114
3908,"ROSS: That's easy for you to say, you found one already.",1,14,114
3909,CAROL: All you need is a woman who likes men and you'll be set.,1,14,114
3910,"[A beautiful woman walks by Ross, he stares at her.]",1,14,114
3911,CAROL: Not her.,1,14,114
